M0036A,0.06,103.56,13.51,0.219486,1.11759,-0.13348,3.58132,2.17573,
M0036A,0.16,103.66,13.54,2.89933,0.241199,0.76827,3.73306,2.78063,
M0036A,0.26,103.76,13.56,19.5772,-0.36677,1.17489,6.29672,2.60582,
M0036A,0.36,103.86,13.59,-3.16877,2.07147,0.537915,5.36196,2.31917,
M0036A,0.46,103.96,13.62,6.04516,0.648734,1.54961,6.68783,3.4567,
M0036A,0.56,104.06,13.65,5.07598,1.67809,0.334023,5.88418,2.62216,
M0036A,0.66,104.16,13.67,-1.32501,2.76219,-0.187263,6.60636,3.45147,
M0036A,0.76,104.26,13.70,16.3804,-0.679407,2.53892,8.50974,3.59974,
M0036A,0.86,104.36,13.73,-37.2956,7.24467,1.64189,9.21286,2.90986,
M0036A,0.96,104.46,13.76,8.72989,0.360702,0.915361,5.84396,3.30493,
M0036A,1.06,104.56,13.79,13.538,2.30963,-0.0404292,7.28007,3.16864,
M0036A,1.16,104.66,13.81,-1.64471,0.389491,2.16025,8.93243,3.44862,
M0036A,1.26,104.76,13.84,3.39743,1.17715,2.23792,9.43432,2.28494,
M0036A,1.36,104.86,13.87,5.21978,2.87215,-0.14606,7.02393,4.44957,
M0036A,1.46,104.96,13.90,10.6165,-1.41769,3.00719,8.13937,3.14308,
M0036A,1.56,105.06,13.93,-3.65315,3.21744,0.619715,8.01153,3.17916,
M0036A,1.66,105.16,13.95,13.8874,1.45651,-0.0235607,5.41586,2.60005,
M0036A,1.76,105.26,13.98,10.9101,-1.05345,1.94769,4.70236,2.91149,
M0036A,1.86,105.36,14.01,6.69856,0.831217,0.152604,3.58037,3.91035,
M0036A,1.96,105.46,14.04,-0.844023,0.595198,0.8349,3.02879,3.63632,
M0036A,2.06,105.56,14.06,0.640152,1.72628,0.0176094,3.3909,3.64902,
M0036A,2.16,105.66,14.09,-1.46932,0.233327,1.03439,3.20095,3.18048,
M0036A,2.26,105.76,14.12,4.82482,2.01065,-0.286057,4.25706,1.59776,
M0036A,2.36,105.86,14.15,8.85381,2.40325,-0.0072961,7.25033,3.35709,
M0036A,2.46,105.96,14.18,17.9686,-0.340071,1.14119,6.20717,3.1608,
M0036A,2.56,106.06,14.20,1.20653,-1.18672,3.15941,6.80854,3.25478,
M0036A,2.66,106.16,14.23,0.766207,2.79731,-0.0773895,8.08076,3.68817,
M0036A,2.76,106.26,14.26,-2.03336,2.21116,1.52979,9.26265,3.79021,
M0036A,2.86,106.36,14.29,-3.44682,1.66079,0.877812,6.62142,4.22636,
M0036A,2.96,106.46,14.32,19.0989,-0.284648,1.43764,7.30971,3.30584,
M0036A,3.06,106.56,14.34,5.84643,2.58831,-0.421352,7.84457,3.80667,
M0036A,3.16,106.66,14.37,14.1569,0.601102,1.34494,8.71221,3.49914,
M0036A,3.26,106.76,14.40,5.76781,2.0366,0.818344,10.3159,2.94057,
M0036A,3.36,106.86,14.43,16.7376,0.767494,0.727012,7.64021,3.102,
M0036A,3.46,106.96,14.45,35.3189,0.853763,-1.24518,6.53303,4.21461,
M0036A,3.56,107.06,14.48,-5.36994,1.78665,2.69378,11.1445,3.49232,
M0036A,3.66,107.16,14.51,-2.27047,1.7421,-0.0732865,6.07623,2.95137,
M0036A,3.76,107.26,14.54,8.24586,3.19478,-0.0210847,9.75743,1.59776,
M0036A,3.86,107.36,14.57,7.44375,2.06679,-0.0133797,6.33932,2.19462,
M0036A,3.96,107.46,14.59,-4.06114,2.43829,0.939402,9.06817,3.80454,
M0036A,4.06,107.56,14.62,-0.00683174,3.85477,-0.899699,8.60099,4.53682,
M0036A,4.16,107.66,14.65,3.84689,1.98032,0.701294,6.66791,3.92996,
M0036A,4.26,107.76,14.68,12.9596,1.09605,0.718212,7.96172,2.06976,
M0036A,4.36,107.86,14.71,11.7577,3.00952,-0.0387777,10.0746,3.46291,
M0036A,4.46,107.96,14.73,-6.06068,2.69816,0.145795,7.10234,3.9071,
M0036A,4.56,108.06,14.76,23.6315,2.75197,-0.0408638,11.0399,3.14179,
M0036A,4.66,108.16,14.79,-16.8419,5.41358,-0.346341,7.91749,2.59003,
M0036A,4.76,108.26,14.82,5.93314,1.44766,0.703852,7.96442,3.02087,
M0036A,4.86,108.36,14.84,3.1971,2.35847,0.397804,7.67563,4.22872,
M0036A,4.96,108.46,14.87,-0.466237,3.85276,0.0922795,9.42796,3.80988,
M0036A,5.06,108.56,14.90,11.5202,0.0898467,2.10658,9.49459,3.64037,
M0036A,5.16,108.66,14.93,23.1949,2.32134,-0.597142,7.36732,2.90582,
M0036A,5.26,108.76,14.96,5.27802,2.44677,-0.0585635,8.23747,3.48941,
M0036A,5.36,108.86,14.98,5.8618,1.36762,-0.323106,5.55723,2.74754,
M0036A,5.46,108.96,15.01,39.2778,-2.56758,0.769803,6.98718,1.95193,
M0036A,5.56,109.06,15.04,12.0399,1.1817,1.44099,9.16001,2.6959,
M0036A,5.66,109.16,15.07,-15.38,5.64036,0.00370174,9.16911,3.27394,
M0036A,5.76,109.26,15.10,20.9294,-0.569123,1.33801,6.8034,4.33582,
M0036A,5.86,109.36,15.12,3.41487,0.775499,1.45237,6.26333,2.51445,
M0036A,5.96,109.46,15.15,28.3349,1.36464,-0.0200824,9.17518,2.66882,
M0036A,6.06,109.56,15.18,-1.4743,2.71433,-0.128445,6.59921,3.3909,
M0036A,6.16,109.66,15.21,13.1357,0.265125,1.47604,7.43047,3.37476,
M0036A,6.26,109.76,15.23,11.5696,3.55625,0.503291,8.51092,2.47866,
M0036A,6.36,109.86,15.26,-4.2973,3.61758,-0.0792479,6.92811,4.25923,
M0036A,6.46,109.96,15.29,10.2799,0.694415,0.901334,6.77625,2.31337,
M0036A,6.56,110.06,15.32,11.5362,2.47868,-0.00581094,6.92352,3.2362,
M0036A,6.66,110.16,15.35,6.25152,3.12423,0.0111496,8.11363,3.41305,
M0036A,6.76,110.26,15.37,-24.7352,3.94016,-0.207354,6.59482,3.57976,
M0036A,6.86,110.36,15.40,-3.88701,2.64885,-0.169378,8.53646,5.66309,
M0036A,6.96,110.46,15.43,-3.57448,3.4377,0.39135,8.73689,10.0491,
M0036A,7.06,110.56,15.46,-2.32937,1.70415,1.33561,7.46008,11.1642,
M0036A,7.16,110.66,15.49,-2.59022,3.16639,-0.101319,8.60026,12.1629,
M0036A,7.26,110.76,15.51,-5.87077,-0.276004,1.49559,7.07902,7.22012,
M0036A,7.36,110.86,15.54,7.59573,0.116797,1.49692,7.10838,9.76403,
M0036A,7.46,110.96,15.57,1.11426,1.46001,-0.0728164,6.10561,11.4337,
M0036A,7.56,111.06,15.60,4.89609,-0.323597,2.31186,7.89754,9.92978,
M0036A,7.66,111.16,15.62,4.64015,2.19243,-0.0276575,7.5605,9.19137,
M0036A,7.76,111.26,15.65,-4.86913,1.05131,2.21134,8.69907,11.033,
M0036A,7.86,111.36,15.68,3.88238,0.719385,1.94818,8.13109,7.46783,
M0036A,7.96,111.46,15.71,9.35922,1.89248,-0.00472279,6.10154,13.6663,
M0036A,8.06,111.56,15.74,3.88211,3.54551,-0.219124,8.69762,9.33937,
M0036A,8.16,111.66,15.76,-9.20753,4.01598,0.0543709,7.53262,11.3384,
M0036A,8.26,111.76,15.79,20.054,2.57342,-0.0226673,9.08333,10.1012,
M0036A,8.36,111.86,15.82,-7.46373,2.16333,-0.111345,8.28612,10.3459,
M0036A,8.46,111.96,15.85,6.39691,3.84066,-0.0514639,10.4129,10.7929,
M0036A,8.56,112.06,15.87,3.47253,0.923572,1.10598,5.93414,10.1152,
M0036A,8.66,112.16,15.90,4.36759,1.76415,1.51791,9.39812,10.3849,
M0036A,8.76,112.26,15.93,10.6216,4.81817,-1.65414,9.57854,10.9276,
M0036A,8.86,112.36,15.96,21.6626,1.07731,1.33263,9.57216,8.93715,
