M0054B,0.03,108.26,6.32,-0.450843,0.0102412,0.451,1.3765
M0054B,0.13,108.36,6.40,-1.96216,1.03796,0.556771,3.27673
M0054B,0.23,108.46,6.47,-8.06181,0.553975,0.143333,1.54044
M0054B,0.33,108.56,6.55,7.6292,0.702164,-0.0481398,2.74395
M0054B,0.43,108.66,6.63,10.3004,0.239196,0.305347,3.62884
M0054B,0.53,108.76,6.70,-16.9171,0.484269,2.22187,4.34809
M0054B,0.63,108.86,6.78,12.1127,-0.0255497,0.66384,3.85132
M0054B,0.73,108.96,6.85,-0.399413,1.1549,-0.178464,3.13898
M0054B,0.83,109.06,6.93,10.7375,0.974604,0.608589,6.78414
M0054B,0.93,109.16,7.00,-0.641867,0.155569,0.957197,4.11661
M0054B,1.03,109.26,7.08,3.47206,1.74495,-0.0926153,4.46185
M0054B,1.13,109.36,7.16,-46.3289,6.12091,0.198682,4.24148
M0054B,1.23,109.46,7.23,-1.50362,0.588692,1.14822,4.93615
M0054B,1.33,109.56,7.31,7.71988,0.777891,-0.0488369,3.74833
M0054B,1.43,109.66,7.38,9.23303,0.655169,0.0414977,4.2804
M0054B,1.53,109.76,7.46,7.56172,-0.449265,1.67728,4.71677
M0054B,1.63,109.86,7.53,2.00665,3.01937,-0.610458,5.61334
M0054B,1.73,109.96,7.61,-1.19798,0.637819,0.572398,3.41704
M0054B,1.83,110.06,7.69,0.803941,0.966781,0.28184,3.99691
M0054B,1.93,110.16,7.76,-1.23211,0.0951645,1.07936,4.00557
M0054B,2.03,110.26,7.84,-2.26738,2.12748,-0.356432,3.99558
M0054B,2.13,110.36,7.91,0.358328,1.68858,0.357729,5.22031
M0054B,2.23,110.46,7.99,23.7105,0.484612,-0.080493,5.46816
M0054B,2.33,110.56,8.06,-0.136263,1.27802,0.739697,5.03258
M0054B,2.43,110.66,8.14,-1.95975,1.5362,0.315268,4.41329
M0054B,2.53,110.76,8.22,0.0466374,-0.445139,1.42195,3.49198
M0054B,2.63,110.86,8.29,-75.5119,0.308252,6.74817,4.37703
