M0054B,0.02,108.25,6.32,-0.0983949,-0.050389,0.17922,,0.333951
M0054B,0.07,108.30,6.35,-0.0983949,-0.050389,0.17922,,0.333951
M0054B,0.12,108.35,6.39,-11.7585,-0.529144,1.92045,,2.50503
M0054B,0.17,108.40,6.43,-11.7585,-0.529144,1.92045,,2.50503
M0054B,0.22,108.45,6.47,-3.35272,2.5705,-1.06393,,2.4907
M0054B,0.27,108.50,6.51,-3.35272,2.5705,-1.06393,,2.4907
M0054B,0.32,108.55,6.54,-5.84741,1.03934,-0.0820872,,3.83553
M0054B,0.37,108.60,6.58,-5.84741,1.03934,-0.0820872,,3.83553
M0054B,0.42,108.65,6.62,-2.27536,1.71639,0.00622113,,4.28183
M0054B,0.47,108.70,6.66,-2.27536,1.71639,0.00622113,,4.28183
M0054B,0.52,108.75,6.69,4.98818,0.127293,1.00087,,3.71802
M0054B,0.57,108.80,6.73,4.98818,0.127293,1.00087,,3.71802
M0054B,0.62,108.85,6.77,0.403871,2.9029,0.27833,,7.0499
M0054B,0.67,108.90,6.81,0.403871,2.9029,0.27833,,7.0499
M0054B,0.72,108.95,6.85,4.34484,1.46178,-0.124421,,3.62404
M0054B,0.77,109.00,6.88,4.34484,1.46178,-0.124421,,3.62404
M0054B,0.82,109.05,6.92,16.3092,1.26794,0.0384684,,7.02101
M0054B,0.87,109.10,6.96,16.3092,1.26794,0.0384684,,7.02101
M0054B,0.92,109.15,7.00,5.10396,1.3291,0.791534,,6.02877
M0054B,0.97,109.20,7.03,5.10396,1.3291,0.791534,,6.02877
M0054B,1.02,109.25,7.07,2.87176,0.401401,0.612383,,3.60321
M0054B,1.07,109.30,7.11,2.87176,0.401401,0.612383,,3.60321
M0054B,1.12,109.35,7.15,4.20219,-0.0240962,0.893445,,3.28595
M0054B,1.17,109.40,7.19,4.20219,-0.0240962,0.893445,,3.28595
M0054B,1.22,109.45,7.22,1.55576,0.961259,0.0184013,,3.54597
M0054B,1.27,109.50,7.26,1.55576,0.961259,0.0184013,,3.54597
M0054B,1.32,109.55,7.30,2.86067,0.559124,1.03739,,5.33469
M0054B,1.37,109.60,7.34,2.86067,0.559124,1.03739,,5.33469
M0054B,1.42,109.65,7.38,6.90667,0.833185,-0.00130753,,3.47099
M0054B,1.47,109.70,7.41,6.90667,0.833185,-0.00130753,,3.47099
M0054B,1.52,109.75,7.45,-0.293094,0.713538,0.293951,,2.16687
M0054B,1.57,109.80,7.49,-0.293094,0.713538,0.293951,,2.16687
M0054B,1.62,109.85,7.53,-2.01035,1.24723,0.353107,,4.17105
M0054B,1.67,109.90,7.56,-2.01035,1.24723,0.353107,,4.17105
M0054B,1.72,109.95,7.60,1.36392,1.16709,0.061051,,3.76676
M0054B,1.77,110.00,7.64,1.36392,1.16709,0.061051,,3.76676
M0054B,1.82,110.05,7.68,-6.69644,-0.266595,2.19137,,2.36372
M0054B,1.87,110.10,7.72,-6.69644,-0.266595,2.19137,,2.36372
M0054B,1.92,110.15,7.75,-1.82861,0.929818,0.376557,,3.53131
M0054B,1.97,110.20,7.79,-1.82861,0.929818,0.376557,,3.53131
M0054B,2.02,110.25,7.83,3.38488,1.19873,0.492517,,4.67456
M0054B,2.07,110.30,7.87,3.38488,1.19873,0.492517,,4.67456
M0054B,2.12,110.35,7.90,0.817538,0.710295,0.690148,,3.899
M0054B,2.17,110.40,7.94,0.817538,0.710295,0.690148,,3.899
M0054B,2.22,110.45,7.98,2.38506,1.01921,0.255107,,3.97628
M0054B,2.27,110.50,8.02,2.38506,1.01921,0.255107,,3.97628
M0054B,2.32,110.55,8.06,-3.43171,2.94048,-0.70397,,4.67606
M0054B,2.37,110.60,8.09,-3.43171,2.94048,-0.70397,,4.67606
M0054B,2.42,110.65,8.13,-1.24538,-0.0678256,1.39877,,4.309
M0054B,2.47,110.70,8.17,-1.24538,-0.0678256,1.39877,,4.309
M0054B,2.52,110.75,8.21,-5.18622,0.349509,1.2481,,4.81
M0054B,2.57,110.80,8.25,-5.18622,0.349509,1.2481,,4.81
M0054B,2.62,110.85,8.28,12.5306,-0.71892,0.800778,,3.40258
M0054B,2.67,110.90,8.32,12.5306,-0.71892,0.800778,,3.40258
M0054B,2.72,110.95,8.36,2.36483,0.621646,0.299056,,2.87255
M0054B,2.77,111.00,8.40,2.36483,0.621646,0.299056,,2.87255
M0054B,2.82,111.05,8.43,-0.257745,0.870481,0.587354,,3.37674
M0054B,2.87,111.10,8.47,-0.257745,0.870481,0.587354,,3.37674
M0054B,2.92,111.15,8.51,-1.81324,1.12876,0.082297,,3.1589
M0054B,2.97,111.20,8.55,-1.81324,1.12876,0.082297,,3.1589
M0054B,3.02,111.25,8.59,8.89977,-0.12791,0.523863,,2.99217
M0054B,3.07,111.30,8.62,8.89977,-0.12791,0.523863,,2.99217
M0054B,3.12,111.35,8.66,0.35445,-0.0597803,0.707575,,2.33393
M0054B,3.17,111.40,8.70,0.35445,-0.0597803,0.707575,,2.33393
M0054B,3.22,111.45,8.74,5.34189,0.498282,0.209844,,2.65886
M0054B,3.27,111.50,8.78,5.34189,0.498282,0.209844,,2.65886
M0054B,3.32,111.55,8.81,1.18862,-0.122807,0.549873,,1.16696
M0054B,3.37,111.60,8.85,1.18862,-0.122807,0.549873,,1.16696
M0054B,3.42,111.65,8.89,-0.0676195,-0.298671,1.34827,,3.00028
M0054B,3.47,111.70,8.93,-0.0676195,-0.298671,1.34827,,3.00028
M0054B,3.52,111.75,8.96,-1.28471,0.90102,0.0281942,,2.02735
M0054B,3.57,111.80,9.00,-1.28471,0.90102,0.0281942,,2.02735
M0054B,3.62,111.85,9.04,0.442374,-0.200023,0.885071,,2.38452
M0054B,3.67,111.90,9.08,0.442374,-0.200023,0.885071,,2.38452
M0054B,3.72,111.95,9.12,14.3256,-0.107967,0.427258,,3.56458
M0054B,3.77,112.00,9.15,14.3256,-0.107967,0.427258,,3.56458
M0054B,3.82,112.05,9.19,-0.947205,0.423291,0.406821,,2.16032
M0054B,3.87,112.10,9.23,-0.947205,0.423291,0.406821,,2.16032
M0054B,3.92,112.15,9.27,3.34844,0.411692,-0.0414721,,1.96909
M0054B,3.97,112.20,9.30,3.34844,0.411692,-0.0414721,,1.96909
M0054B,4.02,112.25,9.34,3.71962,0.696814,0.472454,,3.8106
M0054B,4.07,112.30,9.38,3.71962,0.696814,0.472454,,3.8106
